"filename", "language", "JSON", "JSON with Comments", "TypeScript", "JavaScript", "PostCSS", "TypeScript JSX", "JavaScript JSX", "XML", "Python", "HTML", "MS SQL", "Makefile", "Perl", "Markdown", "C++", "CUDA C++", "XSL", "Ini", "C", "reStructuredText", "Properties", "comment", "blank", "total"
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\_core\_tempfile.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 79, 617
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\_core\_testing.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 18, 79
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\_core\_typedattr.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 17, 82
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\abc\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 59
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\abc\_eventloop.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 56, 419
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\abc\_resources.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 34
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\abc\_sockets.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 52, 406
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\abc\_streams.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 44, 240
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\abc\_subprocesses.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 14, 80
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\abc\_tasks.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 16, 113
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\abc\_testing.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 10, 66
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\from_thread.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 62, 536
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\lowlevel.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 38, 162
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\pytest_plugin.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 57, 273
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\streams\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\streams\buffered.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 28, 183
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\streams\file.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 23, 149
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\streams\memory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 46, 320
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\streams\stapled.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 142
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\streams\text.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 30, 170
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\streams\tls.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 47, 418
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\to_interpreter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 42, 240
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\to_process.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 34, 259
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\anyio\to_thread.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 70
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\certifi\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\certifi\__main__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\certifi\core.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 15, 84
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 7, 49
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\__main__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\api.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 557, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 77, 670
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\cd.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 94, 396
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\cli\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\cli\__main__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 35, 382
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\constant.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 26, 2016
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\legacy.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 15, 81
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\md.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 134, 636
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 61, 361
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 113, 415
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\charset_normalizer\version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 9
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 124
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\_compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 127, 623
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\_termui_impl.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 130, 840
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\_textwrap.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 52
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\_winconsole.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 58, 297
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\core.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1732, 297, 3136
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\decorators.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 291, 63, 552
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\exceptions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 61, 309
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\formatting.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 47, 302
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\globals.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 68
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\parser.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 78, 533
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\shell_completion.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 105, 645
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\termui.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 379, 80, 878
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\testing.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 81, 566
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\types.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 323, 191, 1166
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\click\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 89, 628
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 8
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\ansi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 103
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\ansitowin32.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 44, 278
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\initialise.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31, 122
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\tests\ansi_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 77
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\tests\ansitowin32_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44, 295
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\tests\initialise_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 35, 190
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\tests\isatty_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 58
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\tests\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 50
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\tests\winterm_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32, 132
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\win32.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 181
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\colorama\winterm.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 24, 196
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\coloredlogs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1012, 108, 1525
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\coloredlogs\cli.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 10, 107
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\coloredlogs\converter\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 29, 404
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\coloredlogs\converter\colors.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 5, 311
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\coloredlogs\demo.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 50
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\coloredlogs\syslog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 25, 293
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\coloredlogs\tests.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 61, 674
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 26
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\__main__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\_compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 557, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 97, 665
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\applications.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2718, 49, 4589
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\background.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 6, 60
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\cli.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\concurrency.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 40
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\datastructures.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 25, 205
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\dependencies\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\dependencies\models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 38
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\dependencies\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 95, 1002
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\encoders.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 17, 344
"c:\Users\JayAxeil\Documents\IT\VScode\APLSys\backend\libs\fastapi\exception_handlers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
